,Wine Name,Country,Region,Winery,Rating,# Ratings,Price (€),Year,Type
11548,Heerkretz Riesling GG,Germany,Rheinhessen,Wagner-Stempel,3.9,60,46.41,2017,White
11549,Weissburgunder Trocken,Germany,Pfalz,Dr. Bürklin-Wolf,3.6,60,8.9,2018,White
11550,Touraine Sauvignon,France,Touraine,Domaine Malet,3.6,60,8.57,2018,White
11551,Paula Chardonnay,Argentina,Mendoza,Doña Paula,3.5,60,6.73,2018,White
11552,Pechstein Riesling GG,Germany,Pfalz,Dr. Von Bassermann-Jordan,4.3,60,37.04,2017,White
11553,Chassagne-Montrachet 1er Cru 'Cailleret',France,Chassagne-Montrachet 1er Cru 'Cailleret',Jean-Marc Morey,4.1,60,72.0,2013,White
11554,Grauburgunder,Germany,Baden,Salwey,3.7,60,11.5,2018,White
11555,Steinporz Smaragd Grüner Veltliner,Austria,Wachau,Gritsch Mauritiushof,4.1,60,20.95,2015,White
11556,Select Chardonnay,Austria,Wien,Wieninger,4.1,60,20.28,2017,White
11557,Ratscher Sauvignon Blanc,Austria,Südsteiermark,Gross,3.8,60,19.4,2016,White
11558,Le Margherite,Italy,Langhe,Brandini,4.0,60,14.65,2018,White
11559,Lugana,Italy,Lugana,Zonin,3.3,60,8.94,2019,White
11560,Chenin Blanc,South Africa,Stellenbosch,Kaapzicht,3.5,60,8.5,2019,White
11561,Valle Escondido Torrontes,Argentina,Mendoza,Gouguenheim,3.4,60,7.9,2016,White
11562,Ermita Veracruz Verdejo,Spain,Rueda,Bodegas Veracruz,3.6,60,8.8,2018,White
11563,Frühlingsplätzchen Riesling GG,Germany,Nahe,Emrich-Schönleber,4.1,60,38.9,2016,White
11564,Terre di Tufi Toscana Bianco,Italy,Toscana,Teruzzi & Puthod,3.6,60,16.0,2017,White
11565,Floreado Sauvignon Blanc,Italy,Südtirol - Alto Adige,Andrian,4.1,60,12.95,2019,White
11566,Zeltinger Himmelreich Riesling Kabinett,Germany,Mosel,Markus Molitor,4.1,60,14.25,2018,White
11567,Oktav Grauburgunder,Germany,Baden,Heger,3.9,60,10.7,2018,White
11568,Leithaberg Chardonnay,Austria,Neusiedlersee-Hügelland,Esterházy,3.5,60,14.63,2017,White
11569,Reserva 347 Vineyards Sauvignon Blanc,Chile,Casablanca Valley,De Martino,3.7,60,8.8,2017,White
11570,Pessac-Léognan Blanc,France,Pessac-Léognan,Château de Fieuzal,3.9,61,58.29,2016,White
11571,Weissburgunder,Germany,Rheinhessen,Pfannebecker,3.6,61,7.25,2018,White
11572,Chardonnay Salento Charà,Italy,Salento,Castello Monaci,3.8,61,8.5,2018,White
11573,Cool-Climate Chenin Blanc,South Africa,Walker Bay,Creation,3.6,61,16.99,2018,White
11574,Grüner Veltliner Federspiel Himmelstiege,Austria,Wachau,Domäne Wachau,3.7,61,10.3,2019,White
11575,Éo Blanc,Switzerland,Zürich,Staatskellerei Zürich,3.9,61,27.29,2018,White
11576,Página Sauvignon Blanc,Portugal,Lisboa,Romana Vini,4.0,61,16.57,2017,White
11577,Weissburgunder,Germany,Rheinhessen,Stefan Winter,3.8,61,8.74,2018,White
11578,Ermitage de l'Orée,France,Hermitage,M. Chapoutier,4.0,61,181.5,2003,White
11579,Riesling Stein Gaisberg Reserve,Austria,Kremstal,Petra Unger,3.9,61,14.57,2018,White
11580,Eins Zu Eins Grauer Burgunder,Germany,Pfalz,Weingut A. Diehl,3.9,61,7.24,2019,White
11581,Rachel's Chenin Blanc,South Africa,Coastal Region,Boschendal,3.7,61,8.41,2019,White
11582,Chardonnay,Chile,Casablanca Valley,Montes Alpha,3.8,61,16.4,2018,White
11583,Little Yering Chardonnay,Australia,Yarra Valley,Yering Station,3.3,61,11.95,2017,White
11584,Chenin Blanc,South Africa,Citrusdal Mountain,Botanica,4.0,61,27.95,2016,White
11585,Pinot Grigio,Italy,Friuli Isonzo,I Feudi di Romans,3.8,61,14.53,2018,White
11586,Villa Solais Vermentino di Sardegna,Italy,Vermentino di Sardegna,Santadi,3.6,61,7.87,2019,White
11587,Fabelhaft Riesling,Germany,Mosel,Fio,3.5,61,10.42,2018,White
11588,Chablis,France,Chablis,Domaine Jean Dauvissat,3.9,61,22.0,2017,White
11589,Pessac-Léognan Blanc,France,Pessac-Léognan,Château de Fieuzal,4.0,61,44.95,2005,White
11590,Riesling SONNE,Austria,Niederösterreich,Weingut R&A Pfaffl,3.9,61,16.59,2017,White
11591,Tannenberg Sauvignon Blanc,Italy,Südtirol - Alto Adige,Manincor,3.9,61,23.06,2018,White
11592,Arneis Roero,Italy,Roero,Vietti,3.8,61,14.9,2019,White
11593,Protocolo Blanco,Spain,Castilla,Dominio de Eguren,3.5,61,4.95,2016,White
11594,Langenlois Spiegel 1.ÖTW Reserve,Austria,Kamptal,Loimer,3.9,61,28.0,2011,White
11595,T.N. 06 Abendrot,Italy,Trentino-Alto Adige,Thomas Niedermayr,3.9,62,29.9,2015,White
11596,Schüttenberg Chardonnay,Austria,Niederösterreich,Markowitsch,4.0,62,16.58,2018,White
11597,Von Den Grossen Lagen,Germany,Nahe,Korrell,4.0,62,19.44,2018,White
11598,Pessac-Léognan Blanc (Grand Cru Classé de Graves),France,Pessac-Léognan,Château Latour-Martillac,3.9,62,48.95,2005,White
11599,Sancerre Blanc,France,Sancerre,Domaine Salmon,3.9,62,14.9,2018,White
11600,Contrada Salvarenza Vecchie Vigne Soave Classico,Italy,Soave Classico,Gini,3.9,62,28.18,2016,White
11601,Pettenthal Riesling GG Trocken,Germany,Rheinhessen,Weingut Gunderloch,3.9,62,32.5,2016,White
11602,Pošip,Croatia,Dalmatian Coast,Kunjas,3.9,62,15.9,2016,White
11603,Grauburgunder Herrenstück,Germany,Baden,Weingut Holger Koch,3.8,62,12.95,2016,White
11604,Riesling Graacher Domprobst Kabinett,Germany,Mosel,Markus Molitor,3.9,62,17.29,2015,White
11605,Torrontes,Argentina,Mendoza,Argento,3.9,62,9.99,2017,White
11606,Beaune 1er Cru 'Clos des Mouches' Blanc,France,Beaune 1er Cru 'Le Clos des Mouches',Joseph Drouhin,4.4,62,121.85,2017,White
11607,Vouvray,France,Vouvray,Famille Bougrier,3.8,62,6.95,2018,White
11608,Côtes de Gascogne Les 4 Réserve,France,Côtes de Gascogne,Domaine du Tariquet,3.5,62,8.5,2017,White
11609,La Ripe Bianchello del Metauro,Italy,Bianchello del Metauro,Roberto Lucarelli,3.4,62,9.5,2017,White
11610,Nounat,Spain,Mallorca,Binigrau,4.2,62,18.75,2019,White
11611,Fendant,Switzerland,Valais,Domaines Rouvinez,3.5,62,17.4,2017,White
11612,Sauvignon Blanc,South Africa,Cape Agulhas,Lomond,3.5,62,9.65,2016,White
11613,Berg Roseneck Riesling,Germany,Rüdesheim,Georg Breuer,4.2,62,39.0,2014,White
11614,Le Saline Vermentino di Gallura Superiore,Italy,Vermentino di Gallura,Vigneti Zanatta,4.2,62,17.9,2017,White
11615,Albizzia Chardonnay,Italy,Toscana,Frescobaldi,3.7,62,8.73,2019,White
11616,Muskat Freyheit,Austria,Niederösterreich,Heinrich,3.6,63,29.0,2017,White
11617,Elbling Trocken,Germany,Sachsen,Weingut Schloss Proschwitz,3.8,63,11.9,2018,White
11618,Riesling,Germany,Rheinhessen,Weingut Baeder,3.6,63,11.25,2018,White
11619,Esprit de Crès Ricards Viognier,France,Pays d'Oc,Domaine des Crès Ricards,3.7,63,7.28,2016,White
11620,Chardonnay - Weissburgunder,Germany,Pfalz,Rings,3.9,63,8.9,2018,White
11621,Wehlener Sonnenuhr Riesling Kabinett,Germany,Wehlen,Schloss Lieser,4.1,63,16.95,2016,White
11622,Collio Sauvignon,Italy,Collio,Schiopetto,3.8,63,16.9,2017,White
11623,Organic Chardonnay - Muscat,Spain,Valencia,Neleman,3.6,63,6.5,2018,White
11624,Chardonnay Vigneti delle Dolomiti,Italy,Vigneti delle Dolomiti,Santa Margherita,3.3,63,8.49,2019,White
11625,Falerio,Italy,Falerio,Velenosi,3.5,63,5.9,2018,White
11626,Jesuitengarten Riesling GG,Germany,Pfalz,Dr. Von Bassermann-Jordan,4.1,63,39.95,2014,White
11627,Turmhof Gewürztraminer,Italy,Südtirol - Alto Adige,Tiefenbrunner,4.2,63,18.15,2017,White
11628,Ungeheuer GG,Germany,Pfalz,Georg Mosbacher,4.0,63,32.27,2016,White
11629,The King's Thorn Pinot Gris,New Zealand,Marlborough,The Kings Series,3.4,63,31.9,2016,White
11630,Riesling Sonnenberg GG,Germany,Pfalz,Friedrich Becker,3.7,63,22.69,2011,White
11631,Cellar Selection Sauvignon Blanc,Chile,Central Valley,Santa Carolina,3.1,63,5.95,2019,White
11632,Pinot Grigio,Italy,Südtirol - Alto Adige,St. Michael-Eppan,3.8,63,9.31,2019,White
11633,Goldriesling Trocken,Germany,Sachsen,Weingut Schloss Proschwitz,3.8,63,12.5,2018,White
11634,Obere Steigen Grüner Veltliner,Austria,Traisental,Markus Huber,3.7,63,8.89,2019,White
11635,Le Merle Blanc de Château Clarke Bordeaux Blanc,France,Bordeaux,Château Clarke,4.1,63,27.27,2018,White
11636,Volx Riesling,Germany,Mosel,Van Volxem,3.9,63,13.5,2017,White
11637,Laurens Campher,South Africa,Stellenbosch,Muratie,3.9,63,13.68,2017,White
11638,Wehlener Sonnenuhr Riesling Kabinett,Germany,Mosel,Markus Molitor,3.9,64,14.43,2014,White
11639,Le Cornillard Anjou,France,Anjou,Domaine Patrick Baudouin,4.1,64,33.83,2015,White
11640,Sauvignon Blanc,New Zealand,Marlborough,Leefield Station,3.7,64,14.9,2017,White
11641,Müller-Thurgau Trocken,Germany,Saale-Unstrut,Winzervereinigung Freyburg-Unstrut,3.3,64,6.26,2018,White
11642,Stein Sauvignon,Italy,Südtirol - Alto Adige,Nals Margreid,4.0,64,11.95,2018,White
11643,Pinot Grigio,Italy,Veneto,Gorgo,3.7,64,7.9,2018,White
11644,Pulpo Albariño,Spain,Galicia,Pagos del Rey,3.9,64,7.7,2019,White
11645,Alteni di Brassica Langhe,Italy,Langhe,Gaja,4.1,64,109.0,2017,White
11646,Ungeheuer GG,Germany,Pfalz,Reichsrat von Buhl,4.0,64,29.9,2017,White
11647,Bianco,Italy,Vino d'Italia,Apericena,3.8,64,5.7,N.V.,White
11648,Fiano Di Avellino,Italy,Fiano de Avellino,Feudi di San Gregorio,4.0,64,11.5,2019,White
11649,Lenchen Riesling Kabinett,Germany,Rheingau,Peter Jakob Kühn,4.0,64,18.9,2018,White
11650,Sonett Grauburgunder,Germany,Baden,Heger,3.8,64,9.48,2018,White
11651,Aulerde Riesling GG,Germany,Rheinhessen,Wittmann,4.2,64,34.73,2017,White
11652,Riesling Alsace Signature,France,Alsace,Wolfberger,3.5,64,8.28,2017,White
11653,Vignes de Nicole Chardonnay - Viognier Pays d'Oc,France,Pays d'Oc,Paul Mas,3.8,64,7.37,2019,White
11654,Rüdesheimer Berg Rottland Hinterhaus Riesling,Germany,Rheingau,Leitz,3.9,64,37.04,2016,White
11655,Weissburgunder,Germany,Pfalz,Schneider,3.9,64,12.5,2019,White
11656,Estates Douro Branco,Portugal,Douro,Churchill's,3.7,64,14.73,2018,White
11657,Kinheimer Hubertuslay Riesling Auslese,Germany,Mosel,Markus Molitor,4.5,64,115.95,2015,White
11658,The Long Walk Chardonnay,South Africa,Western Cape,Footprint,3.6,64,6.5,2019,White
11659,Chardonnay,United States,Washington,Two Vines,3.4,64,9.7,2018,White
11660,Branu Vermentino di Gallura,Italy,Vermentino di Gallura,Surrau,4.0,64,9.65,2019,White
11661,Vieilles Vignes Entre-deux-Mers,France,Entre-deux-Mers,Château Sainte-Marie,3.8,64,10.49,2019,White
11662,Muros Antigos Escolha,Portugal,Vinho Verde,Anselmo Mendes,3.6,64,6.32,2019,White
11663,Viognier,France,Vin de France,Maison de La Villette,3.6,64,6.41,2018,White
11664,Riesling Trocken,Germany,Rheinhessen,Keller,3.9,64,12.9,2019,White
11665,White Blend,South Africa,Swartland,Badenhorst,4.2,64,24.49,2017,White
11666,Sauvignon Blanc,Romania,Tarnave,Villa Vinea,3.8,64,10.5,2016,White
11667,Sauvignon Blanc,New Zealand,Marlborough,Te Whare Ra,3.9,64,17.9,2018,White
11668,Sauvignon Blanc,Germany,Pfalz,Dr. Von Bassermann-Jordan,4.1,65,11.95,2019,White
11669,Grauburgunder,Germany,Pfalz,Ellermann-Spiegel,4.0,65,6.8,2019,White
11670,Effusion Anjou,France,Anjou,Domaine Patrick Baudouin,3.9,65,19.88,2018,White
11671,Dame Nature Petit Chablis,France,Petit Chablis,La Chablisienne,3.8,65,13.58,2018,White
11672,Grauburgunder,Germany,Baden,Salwey,3.4,65,9.54,2017,White
11673,Grüner Veltliner,Austria,Kremstal,Domane Krems,3.8,65,7.26,2019,White
11674,Langhe Sauvignon Rovella,Italy,Langhe,Parusso,4.0,65,24.2,2016,White
11675,Riesling Reserve Zöbinger Heiligenstein Lyra,Austria,Kamptal,Weingut Bründlmayer,4.2,65,49.47,2015,White
11676,Riesling,Germany,Rheingau,Schloss Vollrads,3.8,65,10.53,2018,White
11677,Maximin Grünhäuser Abtsberg Riesling Kabinett,Germany,Mosel,Maximin Grünhaus,4.1,65,15.65,2018,White
11678,Bourgogne Blanc,France,Bourgogne,Domaine Henri Boillot,4.1,65,26.5,2016,White
11679,Edición Limitada Lías Verdejo,Spain,Rueda,Ramón Bilbao,3.8,65,13.57,2016,White
11680,Festival Sauvignon,Italy,Südtirol - Alto Adige,Kellerei Meran,3.7,65,9.65,2018,White
11681,Chassagne-Montrachet Premier Cru Morgeot Marquis de Laguiche,France,Chassagne-Montrachet Premier Cru,Joseph Drouhin,4.4,65,112.94,2016,White
11682,Chablis,France,Chablis,Ropiteau Freres,3.5,65,16.34,2018,White
11683,Ehrenhausen Muschelkalk,Austria,Südsteiermark,Tement,3.7,65,16.85,2017,White
11684,Sauvignon Blanc Trocken,Germany,Pfalz,Frederik Janus,3.9,65,7.6,2019,White
11685,Rüdesheimer Berg Roseneck Katerloch Riesling,Germany,Rheingau,Leitz,4.1,65,34.12,2016,White
11686,Gönnheimer Riesling Trocken,Germany,Pfalz,Eymann,3.6,65,8.9,2018,White
11687,Riesling Tradition,Austria,Kamptal,Schloss Gobelsburg,4.0,65,31.1,2015,White
11688,Chardonnay,Spain,Somontano,Bodega Otto Bestué,3.8,65,8.22,2018,White
11689,Chenin Blanc Wild Ferment,South Africa,Stellenbosch,Delheim,3.8,65,12.49,2018,White
11690,Whitehall Chardonnay,South Africa,Elgin,Neil Ellis,3.8,65,17.95,2017,White
11691,Chablis Grand Cru 'Les Clos',France,Chablis Grand Cru,Louis Michel & Fils,4.3,65,80.57,2016,White
11692,Côtes De Gascogne Chardonnay,France,Côtes de Gascogne,Domaine du Tariquet,3.5,65,7.0,2018,White
11693,Königsbach Riesling,Germany,Pfalz,A. Christmann,4.0,65,18.42,2017,White
11694,Luces Chardonnay - Sauvignon Blanc - Macabeo,Spain,Somontano,Viñas del Vero,3.5,65,5.75,2019,White
11695,The Young Airhawk,South Africa,Coastal Region,Nederburg,3.8,65,18.84,2017,White
11696,Aristargos,South Africa,Swartland,David & Nadia,4.2,65,34.15,2018,White
11697,Condrieu Les Cassines,France,Condrieu,Paul Jaboulet Aîné,3.9,66,47.52,2016,White
11698,T.N. 99 Sonnrain,Italy,Südtirol - Alto Adige,Thomas Niedermayr,3.9,66,18.9,2016,White
11699,Langenlois Käferberg,Austria,Kamptal,Loimer,3.9,66,29.5,2011,White
11700,Sauvignon Blanc,Portugal,Bairrada,Quinta do Ortigao,3.6,66,9.75,2016,White
11701,Fourchaume Chablis Premier Cru,France,Chablis Premier Cru,Domaine Nathalie et Gilles Fevre,4.0,66,27.9,2018,White
11702,Kirchenstück GG,Germany,Pfalz,Von Winning,4.3,66,59.0,2015,White
11703,Schulthauser Weissburgunder (Pinot Bianco),Italy,Südtirol - Alto Adige,St. Michael-Eppan,3.8,66,12.6,2019,White
11704,Riesling Trocken,Germany,Rheinhessen,Weingut Gunderloch,3.4,66,8.7,2017,White
11705,Sauvignon Blanc,South Africa,Stellenbosch,Lanzerac,3.7,66,10.9,2019,White
11706,Alta Colección Pinot Gris,Argentina,Uco Valley,Bodega Piedra Negra,3.7,66,8.72,2019,White
11707,Yattarna Chardonnay (BIN 144),Australia,Adelaide Hills,Penfolds,4.2,66,221.95,2016,White
11708,Organic Chardonnay,Australia,South Australia,Farm Hand,3.7,66,7.69,2018,White
11709,Sauvignon Blanc,United States,Sonoma Coast,Schug,4.0,66,25.04,2018,White
11710,Straw,South Africa,Stellenbosch,Rustenberg,4.0,66,14.43,2018,White
11711,Hard,Germany,Baden,Ziereisen,4.1,66,26.0,2016,White
11712,Méthode Ancienne Chardonnay,South Africa,Robertson,Springfield Estate,4.2,66,33.95,2017,White
11713,Rausch Kabinett,Germany,Mosel,Forstmeister Geltz-Zilliken,4.1,66,18.9,2018,White
11714,Sauvignon Blanc,New Zealand,Marlborough,Salomon & Andrew,3.6,66,14.9,2018,White
11715,Ried Klostersatz Grüner Veltliner Federspiel,Austria,Wachau,F.X. Pichler,3.8,66,25.5,2016,White
11716,Small Hill White,Austria,Burgenland,Leo Hillinger,3.3,66,11.19,2016,White
11717,Riesling,France,Alsace,Boeckel,3.6,66,9.5,2018,White
11718,Bechtheimer Riesling,Germany,Rheinhessen,Dreissigacker,3.8,66,42.01,2013,White
11719,Riesling Trocken,Germany,Pfalz,Krebs,3.7,66,10.01,2018,White
11720,Savennières Bellevue,France,Savennières,Domaine Patrick Baudouin,4.1,67,36.84,2016,White
11721,Blutsbruder für Immer Vereint Weiss,Germany,Rheinhessen,Karl May,3.7,67,10.67,2017,White
11722,Hill Pinot Grigio,Italy,Südtirol - Alto Adige,Nals Margreid,3.7,67,10.4,2018,White
11723,Chablis 'Champ des Ducs',France,Chablis,Alain Geoffroy,3.8,67,18.03,2018,White
11724,Nuwedam Old Vine Chenin Blanc,South Africa,Swartland,Huis Van Chevallerie,4.2,67,35.0,2017,White
11725,Suavis Vernaccia de San Gimignano,Italy,San Gimignano,Mormoraia,3.9,67,11.6,2018,White
11726,La Mateo Tempranillo Blanco,Spain,Rioja,D. Mateos,3.9,67,20.95,2017,White
11727,Pfaffenberg Riesling,Austria,Kremstal,Pichler-Krutzler,3.8,67,22.0,2017,White
11728,Le Merle Blanc de Château Clarke Bordeaux Blanc,France,Bordeaux,Château Clarke,4.3,67,27.06,2017,White
11729,Les Menétrieres Pouilly-Fuissé (Cuvée Hors-Classe),France,Pouilly-Fuissé,J.A. Ferret,4.2,67,55.24,2015,White
11730,Lieben Aich,Italy,Südtirol - Alto Adige,Manincor,4.1,67,40.84,2015,White
11731,Grauburgunder Trocken,Germany,Pfalz,Frederik Janus,3.7,67,7.6,2019,White
11732,Meursault 'Les Grands Charrons',France,Meursault,Michel Bouzereau,4.2,67,53.61,2017,White
11733,Chardonnay,United States,Monterey County,Ranch 32,3.5,67,21.57,2015,White
11734,Chardonnay Penedès,Spain,Penedès,Jean Leon,3.8,67,13.37,2019,White
11735,Châteauneuf-du-Pape Clos La Roquète Blanc,France,Châteauneuf-du-Pape,Domaine La Roquète,4.2,67,49.76,2017,White
11736,Karthäuser Riesling,Germany,Nahe,Martin Tesch,3.9,67,13.75,2018,White
11737,Sauvignon Blanc Tradition,Germany,Pfalz,Philipp Kuhn,3.7,67,11.6,2018,White
11738,Brauneberger Juffer Riesling Spätlese,Germany,Brauneberg,Fritz Haag,4.2,67,15.95,2018,White
11739,Capsula Viola Chardonnay,Italy,Toscana,Antinori,3.8,68,6.95,2019,White
11740,Kalkmergel Riesling,Germany,Pfalz,Rings,3.6,68,9.25,2018,White
11741,El Rincón de Nekeas Chardonnay,Spain,Navarra,Bodegas Nekeas,3.7,68,8.54,2018,White
11742,Wiltinger Riesling,Germany,Wiltingen,Van Volxem,4.0,68,14.7,2017,White
11743,Sauvignon Blanc,South Africa,Durbanville,Diemersdal,3.8,68,8.9,2020,White
11744,Deidesheimer Kalkofen GG,Germany,Pfalz,Von Winning,4.1,68,32.12,2017,White
11745,Umbria Bianco,Italy,Umbria,Santa Cristina,3.5,68,9.5,2019,White
11746,Las Pizarras Chardonnay,Chile,Aconcagua Costa,Errazuriz,4.1,68,75.76,2014,White
11747,Chardonnay,United States,Anderson Valley,Domaine Anderson,3.9,68,48.26,2013,White
11748,Bairrada Vinha Formal Branco,Portugal,Bairrada,Luis Pato,3.9,68,32.17,2011,White
11749,Siefersheim Porphyr Riesling,Germany,Rheinhessen,Wagner-Stempel,3.9,68,16.57,2018,White
11750,Chardonnay Leithaberg,Austria,Neusiedlersee-Hügelland,Heinrich,3.8,68,13.98,2016,White
11751,Côte de Rouffach Riesling,France,Alsace,René Muré,3.7,68,15.5,2016,White
11752,Scharzhofberger Riesling Auslese,Germany,Wiltingen,Egon Müller - Scharzhof,4.5,68,554.1,2014,White
11753,Sauvignon Blanc,South Africa,Stellenbosch,Delheim,3.4,68,7.69,2019,White
11754,Albariño,Spain,Rías Baixas,Lagar de Cervera,3.9,68,13.25,2019,White
11755,Riesling Trocken,Germany,Nahe,Schäfer-Fröhlich,3.9,68,14.63,2018,White
11756,Friulano,Italy,Friuli-Venezia Giulia,Borgo Magredo,3.5,68,8.78,2017,White
11757,Riesling Stielweg Alte Reben,Germany,Rheingau,Künstler,3.9,68,16.9,2018,White
11758,Reserve Chardonnay,Argentina,Tupungato,Domaine Bousquet,3.9,68,12.18,2017,White
11759,Selección Finca Monte Alto,Spain,Rías Baixas,Fillaboa,4.0,68,21.5,2015,White
11760,Wallufer Walkenberg Riesling Kabinett Trocken,Germany,Rheingau,J.B. Becker,3.6,68,12.0,2013,White
11761,Chardonnay,South Africa,Stellenbosch,Anura,3.7,69,10.6,2018,White
11762,Darscho,Austria,Weinland,Velich,4.2,69,29.54,2017,White
11763,Wehlener Klosterberg Pinot Blanc,Germany,Mosel,Markus Molitor,3.9,69,44.89,2016,White
11764,Chassagne-Montrachet Premier Cru Morgeot Marquis de Laguiche,France,Chassagne-Montrachet Premier Cru,Joseph Drouhin,4.5,69,120.56,2017,White
11765,Dittelsheim Riesling,Germany,Rheinhessen,Stefan Winter,3.9,69,13.68,2016,White
11766,Sangre de Toro Chardonnay Selection,Spain,Penedès,Torres,3.4,69,10.18,2017,White
11767,Penon Pinot Bianco,Italy,Südtirol - Alto Adige,Nals Margreid,3.7,69,10.9,2016,White
11768,Pettenthal Riesling GG,Germany,Rheinhessen,Kühling-Gillot,4.3,69,48.64,2015,White
11769,Sauvignon Blanc,South Africa,Stellenbosch,Vergelegen,3.6,69,13.4,2018,White
11770,Chardonnay,Italy,Südtirol - Alto Adige,Alois Lageder,3.6,69,9.9,2019,White
11771,Forster Ungeheuer Ziegler,Germany,Rheinhessen,Dr. Von Bassermann-Jordan,3.9,69,23.79,2017,White
11772,Castel Firmian Pinot Grigio Trentino,Italy,Trentino,Mezzacorona,3.5,69,6.75,2019,White
11773,Villata Roero Arneis,Italy,Roero,Vite Colte,3.5,69,8.45,2019,White
11774,Domaine Ciringa Fosilni Breg Sauvignon Blanc,Slovenia,Štajerska,Tement,3.6,69,13.43,2018,White
11775,Weissburgunder Trocken,Germany,Nahe,Dönnhoff,3.6,69,12.19,2018,White
11776,Branco,Portugal,Algarve,João Clara,3.5,69,11.7,2018,White
11777,Les Tourelles de la Crée Montagny Premier Cru,France,Montagny Premier Cru,Château de la Crée,3.9,69,46.64,2014,White
11778,Milia,France,Provence,Clos de l'Ours,3.7,69,21.9,2018,White
11779,Collezione di Famiglia Viognier,Italy,Terre Siciliane,Barone Montalto,3.7,69,8.29,2018,White
11780,Loibner Burgstall Riesling Smaragd,Austria,Wachau,F.X. Pichler,4.0,69,27.0,2015,White
11781,Pinot Grigio,Italy,Friuli Grave,Bidoli,3.8,69,8.0,2018,White
11782,Fermentado en Barrica Verdejo,Spain,Rueda,Protos,3.8,70,18.99,2017,White
11783,Historic Blanco,Spain,Priorat,Terroir Al Límit Soc. Lda,3.8,70,18.0,2017,White
11784,Saint Joseph Fruit d'Avilleran,France,Saint-Joseph,Francois Villard,4.0,70,22.0,2017,White
11785,Reserve Sauvignon Blanc,New Zealand,Marlborough,Villa Maria,4.0,70,20.5,2018,White
11786,Bianco di Custoza Superiore Cà del Magro,Italy,Bianco di Custoza,Monte del Frá,3.9,70,9.6,2018,White
11787,Grüner Veltliner ZEISEN Weinviertel DAC,Austria,Weinviertel,Weingut R&A Pfaffl,3.8,70,8.9,2019,White
11788,Riesling Auslese Westhofen Morstein,Germany,Rheinhessen,Keller,4.3,70,35.0,2015,White
11789,Sauvignon Blanc - Sémillon,Turkey,Thrace,Suvla,3.5,70,12.0,2018,White
11790,Blanco Sobre Lías,Spain,Cariñena,Bodegas Care,4.0,70,5.7,2019,White
11791,Pouilly-Fuissé Vielles Vignes,France,Pouilly-Fuissé,Daniel Pollier,3.9,70,15.98,2017,White
11792,Kalkmergel Grauburgunder,Germany,Pfalz,Friedrich Becker,4.2,70,17.0,2018,White
11793,Petit Bourgeois Sauvignon Blanc,France,Val de Loire,Henri Bourgeois,3.6,70,9.95,2019,White
11794,Röttgen,Germany,Mosel,Heymann-Löwenstein,4.0,70,31.0,2017,White
11795,Chardonnay Bourgogne,France,Bourgogne,Paul Pillot,3.6,70,29.45,2017,White
11796,Idig GG,Germany,Pfalz,A. Christmann,4.1,70,67.26,2016,White
11797,Casamaro Verdejo,Spain,Rueda,Garciarevalo,4.1,70,6.24,2019,White
11798,Sancerre Sauvage Blanc,France,Sancerre,Pascal Jolivet,4.0,70,44.11,2016,White
11799,Chardonnay,South Africa,Walker Bay,Creation,3.7,70,16.79,2018,White
11800,Pinot Grigio,Italy,Sicilia,Stemmari,3.8,70,5.2,2019,White
11801,Oranžista,Slovakia,Slovakia,Slobodné Vinárstvo,3.7,70,19.9,2017,White
11802,Aurora Gavi,Italy,Gavi,Roberto Sarotto,3.7,70,9.9,2017,White
11803,Classic Collection Chardonnay,South Africa,Western Cape,KWV,3.3,70,6.84,2019,White
11804,Puligny-Montrachet,France,Puligny-Montrachet,Jacques Carillon,4.1,70,59.9,2017,White
11805,Finca Montico,Spain,Rueda,Marqués de Riscal,3.9,70,14.99,2018,White
11806,Kies Grüner Veltliner,Austria,Kamptal,Kurt Angerer,3.9,70,10.9,2018,White
11807,Arthur Chardonnay,United States,Dundee Hills,Domaine Drouhin,3.9,70,36.95,2017,White
11808,Sancerre Blanc,France,Sancerre,Michel Thomas & Fils,4.0,70,14.54,2019,White
11809,Chablis Grand Cru 'Les Preuses',France,Chablis Grand Cru 'Preuses',Domaine William Fèvre,4.3,70,95.0,2016,White
11810,Kleine Rust Chenin Blanc - Sauvignon Blanc,South Africa,Stellenbosch,Stellenrust,3.3,70,5.8,2017,White
11811,Steinbuckel Riesling GG,Germany,Pfalz,Knipser,4.0,70,26.9,2017,White
11812,Réserve Chardonnay,France,Limoux,Domaines Astruc,3.9,70,8.45,2018,White
11813,Mantel Blanco Verdejo,Spain,Rueda,Álvarez y Díez,3.8,70,7.45,2019,White
11814,Bianchi Grilli Per la Testa Trebbiano d'Abruzzo,Italy,Trebbiano d'Abruzzo,Torre dei Beati,3.7,70,21.39,2016,White
11815,Wachtberg Grüner Veltliner,Austria,Kremstal,Salomon Undhof,3.7,70,17.35,2015,White
11816,Verdeca,Italy,Puglia,Terrecarsiche 1939,3.5,71,7.42,2017,White
11817,Riesling,Germany,Pfalz,Oliver Zeter,3.6,71,8.5,2017,White
11818,Forster U 500 Riesling,Germany,Pfalz,Von Winning,4.2,71,45.95,2013,White
11819,Ungeheuer GG,Germany,Pfalz,Georg Mosbacher,4.3,71,28.59,2017,White
11820,Vernaccia di San Gimignano,Italy,San Gimignano,Rocca delle Macìe,3.2,71,8.9,2018,White
